ID,Manufacturer,Model,Category,Mileage,Gear box type,Doors,Wheel,Color,Interior color,VIN,Leather interior,Price,Customs
45628667,TOYOTA,Tacoma,Sedan,397915 km,Automatic,,Left wheel,White,,5TFJX4GN4DX026901,1,9100,834
45788844,TOYOTA,RAV 4,Jeep,30402 km,Variator,4/5,Left wheel,Blue,Black,,0,15000,518
45653468,HONDA,Insight,Hatchback,210758 km,Automatic,4/5,Left wheel,Silver,,JHMZE2H57AS029004,1,800,574
45731431,KIA,Optima,Sedan,131040 km,Tiptronic,4/5,Left wheel,White,Black,KNAGM4AD8D5052655,0,5500,751
45771182,LEXUS,ES 300,Sedan,135500 km,Tiptronic,4/5,Left wheel,White,Black,,1,13500,
45761498,TOYOTA,Prius,Hatchback,226000 km,Automatic,4/5,Left wheel,Blue,Beige,,1,2980,761
45544874,MITSUBISHI,L 200,Jeep,220000 km,Manual,4/5,Left wheel,White,Black,,0,10204,
45628627,TOYOTA,Tacoma,Sedan,16571 km,Automatic,,Left wheel,Black,,3TMCZ5AN1JM143421,1,2600,1823
45491643,HYUNDAI,Elantra,Sedan,116800 km,Tiptronic,4/5,Left wheel,White,White,,0,7000,
45653186,HONDA,Insight,Jeep,243192 km,Automatic,,Left wheel,White,,JHMZE2H74AS016759,1,Price negotiable,574
45771176,NISSAN,Juke,Jeep,166013 km,Automatic,4/5,Left wheel,White,,JN8AF5MR1DT215890,1,Price negotiable,530
45731517,BMW,M6,Coupe,33500 km,Tiptronic,4/5,Left wheel,White,Black,,1,38000,1301
45731396,HYUNDAI,H1,Minivan,139398 km,Automatic,4/5,Left wheel,Black,Black,,1,11745,1091
45628544,TOYOTA,Tacoma,Pickup,0 km,Automatic,4/5,Left wheel,,,5TFTX4GN7FX043199,1,Price negotiable,1002
45800402,VOLKSWAGEN,Passat,Sedan,153000 km,Tiptronic,4/5,Left wheel,Silver,Black,,0,5300,779
45788828,MITSUBISHI,Outlander,Jeep,40000 km,Tiptronic,4/5,Left wheel,Grey,Black,,0,Price negotiable,1017
45653173,HONDA,Civic,Jeep,228706 km,Automatic,4/5,Left wheel,White,,JHMFA3F23BS000372,1,Price negotiable,490
45771171,TOYOTA,Prius,Coupe,118856 km,Automatic,4/5,Left wheel,White,Black,JTDKN3DU1E0380448,1,Price negotiable,308
45813062,SUZUKI,Swift,Hatchback,176000 km,Automatic,2/3,Right-hand drive,Black,Black,,0,2700,
45731382,HYUNDAI,H1,Minivan,94584 km,Automatic,4/5,Left wheel,Silver,Black,,1,11660,1091
45616669,TOYOTA,Tacoma,Sedan,16571 km,Automatic,,Left wheel,Black,,3TMCZ5AN1JM143421,1,2600,1823
45653159,HONDA,Civic,Jeep,145486 km,Automatic,4/5,Left wheel,Silver,,JHMFB4F22CS008743,1,Price negotiable,503
45720091,HYUNDAI,Sonata Sport Limited,Sedan,105000 km,Tiptronic,4/5,Left wheel,Carnelian red,Black,,1,Price negotiable,
45771165,BUICK,Enclave,Jeep,141922 km,Automatic,4/5,Left wheel,Silver,Black,,1,200,1203
45616604,TOYOTA,Tacoma,Pickup,158870 km,Automatic,4/5,Left wheel,White,,5TFNX4CNXDX020947,1,1350,834
45731361,HYUNDAI,H1,Minivan,113293 km,Automatic,4/5,Left wheel,White,Black,,1,11162,1091
45653152,HONDA,Insight,Hatchback,220922 km,Automatic,4/5,Left wheel,Black,,JHMZE2H76AS036558,1,Price negotiable,574
45675628,LEXUS,GX 460,Jeep,76800 km,Tiptronic,4/5,Left wheel,Black,Black,,1,26000,1360
45774471,VOLKSWAGEN,Passat,Sedan,211512 km,Tiptronic,4/5,Left wheel,Black,White,,1,6000,639
45771161,MERCEDES-BENZ,E 350,Sedan,107800 km,Automatic,4/5,Left wheel,Grey,,WDDHF5KB8DA732315,1,1850,1055
45608179,TOYOTA,Tacoma,Sedan,0 km,Automatic,4/5,Left wheel,Silver,Black,3TMJU4GN9EM157368,1,1850,1190
45731347,HYUNDAI,H1,Minivan,48800 km,Automatic,4/5,Left wheel,Silver,Black,,1,13462,1091
45653145,HONDA,Insight,Hatchback,209379 km,Automatic,4/5,Left wheel,Silver,,JHMZE2H53AS022762,1,Price negotiable,574
45788812,TOYOTA,Prius,Sedan,154000 km,Automatic,4/5,Left wheel,Grey,Grey,,0,3700,761
45450765,HYUNDAI,Elantra,Sedan,62000 km,Tiptronic,4/5,Left wheel,Sky blue,Black,,0,Price negotiable,
45771157,MERCEDES-BENZ,E 350,Sedan,227016 km,Automatic,4/5,Left wheel,White,,WDDHF8JB6EA909061,1,Price negotiable,1053
45731337,HYUNDAI,H1,Minivan,61000 km,Automatic,4/5,Left wheel,Grey,Black,,1,13441,1091
45653134,HONDA,Insight,Hatchback,149858 km,Automatic,4/5,Left wheel,Black,,JHMZE2H57AS014258,1,Price negotiable,574
45788807,NISSAN,Tiida,Sedan,133000 km,Variator,4/5,Right-hand drive,Grey,Grey,,0,2700,
44463455,HYUNDAI,Elantra,Sedan,67200 km,Automatic,4/5,Left wheel,Black,Yellow,,0,7000,891
45771152,NISSAN,Juke,Jeep,131080 km,Automatic,4/5,Left wheel,Black,,JN8AF5MVXET481990,1,Price negotiable,528
45806640,BMW,X6,Jeep,84000 km,Tiptronic,4/5,Left wheel,Black,Black,,1,11500,1018
45731323,HYUNDAI,H1,Minivan,110189 km,Automatic,4/5,Left wheel,Silver,Black,,1,13197,1091
45788805,VOLKSWAGEN,Passat,Sedan,208406 km,Manual,4/5,Left wheel,Silver,Black,3479,0,Price negotiable,
45653126,HONDA,Insight,Hatchback,187312 km,Automatic,4/5,Left wheel,Blue,,JHMZE2H76AS009361,1,575,574
45794265,FORD,Mustang,Coupe,80000 km,Tiptronic,2/3,Left wheel,Blue,Black,,1,15000,
44113939,HYUNDAI,Elantra,Sedan,41600 km,Automatic,4/5,Left wheel,Blue,Black,,0,8500,1017
45771145,TOYOTA,Prius,Jeep,105328 km,Automatic,4/5,Left wheel,White,Black,JTDKN3DU2D5619233,1,Price negotiable,585
45731309,HYUNDAI,H1,Minivan,94000 km,Automatic,4/5,Left wheel,Grey,Black,,1,12614,1091
45788801,HONDA,FIT,Hatchback,112254 km,Automatic,4/5,Right-hand drive,Red,Beige,,0,2400,1236
45653115,HONDA,Insight,Hatchback,410381 km,Automatic,4/5,Left wheel,Black,,JHMZE2H76AS023986,1,Price negotiable,574
45771140,MERCEDES-BENZ,E 350,Sedan,291446 km,Automatic,4/5,Left wheel,Black,,WDBUF87X18B220425,1,Price negotiable,1850
45568273,HONDA,FIT,Hatchback,80000 km,Manual,4/5,Left wheel,Grey,Black,,0,3650,501
45588009,FORD,Escape,Jeep,274467 km,Automatic,4/5,Left wheel,White,,1FMCU03709KA37184,1,Price negotiable,1185
43448184,MERCEDES-BENZ,ML 350,Jeep,120000 km,Tiptronic,4/5,Left wheel,Grey,Black,,1,12000,1018
45645059,HONDA,Insight,Jeep,243192 km,Automatic,,Left wheel,White,,JHMZE2H74AS016759,1,Price negotiable,574
45771135,TOYOTA,Prius,Sedan,205504 km,Automatic,4/5,Left wheel,White,Black,JTDKN3DU8D5602789,1,Price negotiable,585
45758982,CHEVROLET,Volt Full Packet,Sedan,113600 km,Variator,4/5,Left wheel,Black,Black,,1,7800,
45588000,FORD,Escape,Jeep,556654 km,Automatic,4/5,Left wheel,White,,1FMCU59H38KA54783,1,Price negotiable,289
45808760,CHEVROLET,Malibu,Sedan,73450 km,Tiptronic,4/5,Left wheel,White,White,,0,7800,690
45731278,HYUNDAI,H1,Minivan,91804 km,Automatic,4/5,Left wheel,Silver,Black,,1,11819,1091
45645043,HONDA,Civic,Jeep,228706 km,Automatic,4/5,Left wheel,White,,JHMFA3F23BS000372,1,Price negotiable,490
45771128,TOYOTA,Prius,Sedan,339882 km,Automatic,4/5,Left wheel,White,Black,JTDKN3DU4B1332206,1,Price negotiable,645
45587989,FORD,Escape,Jeep,266206 km,Automatic,4/5,Left wheel,Grey,,1FMCU5K30AKC46277,1,Price negotiable,1024
45788784,VOLKSWAGEN,Passat,Sedan,156000 km,Tiptronic,4/5,Left wheel,Grey,Black,,0,5000,779
45807435,TOYOTA,CHR,Jeep,27500 km,Tiptronic,4/5,Left wheel,White,Black,,0,13500,1079
45731262,HYUNDAI,H1,Minivan,150000 km,Automatic,4/5,Left wheel,Grey,Black,,1,10706,777
45645027,HONDA,Civic,Sedan,146403 km,Automatic,4/5,Left wheel,White,,JHMFB4F2XCS000292,1,925,503
45771123,TOYOTA,Prius,Jeep,340115 km,Automatic,4/5,Left wheel,White,Black,JTDKN3DU4A0244602,1,Price negotiable,761
45788777,NISSAN,Skyline,Sedan,165000 km,Tiptronic,4/5,Right-hand drive,Silver,White,,0,1950,
45587983,FORD,Escape,Jeep,253982 km,Automatic,4/5,Left wheel,White,,1FMCU59319KA28785,1,Price negotiable,1185
45019693,LEXUS,RX 450 F-Sport,Jeep,27000 km,Variator,4/5,Left wheel,Carnelian red,Beige,,1,40935,
45731251,MERCEDES-BENZ,Vito,Goods wagon,273287 km,Manual,4/5,Left wheel,White,Black,,0,6000,
45645019,HONDA,Insight,Hatchback,220922 km,Automatic,4/5,Left wheel,Black,,JHMZE2H76AS036558,1,Price negotiable,574
45771115,NISSAN,Juke,Jeep,52614 km,Automatic,4/5,Left wheel,Grey,,JN8AF5MR6DT222169,1,Price negotiable,530
45587976,FORD,Escape,Jeep,0 km,Automatic,4/5,Left wheel,Silver,,1FMCU4K36AKB91943,1,Price negotiable,1024
45788774,MERCEDES-BENZ,E 350,Sedan,291200 km,Tiptronic,4/5,Left wheel,Black,White,,1,8000,1058
45731231,HYUNDAI,H1,Minivan,93000 km,Automatic,4/5,Left wheel,Black,Black,,1,11183,777
45796727,MERCEDES-BENZ,CLK 320 avangarde,Coupe,1000 km,Tiptronic,2/3,Right-hand drive,Black,Black,WDB2083652F188555,1,2200,
45645003,HONDA,Insight,Hatchback,209379 km,Automatic,4/5,Left wheel,Silver,,JHMZE2H53AS022762,1,Price negotiable,574
45587961,FORD,Escape,Jeep,250363 km,Automatic,4/5,Left wheel,Grey,,1FMCU59H88KD49152,1,Price negotiable,289
45771109,NISSAN,Juke,Jeep,61018 km,Automatic,4/5,Left wheel,White,,JN8AF5MV4CT117450,1,100,531
45788767,TOYOTA,Prius,Sedan,280000 km,Automatic,4/5,Left wheel,Grey,Grey,,0,4000,
45731210,HYUNDAI,H1,Minivan,27000 km,Automatic,4/5,Left wheel,Silver,Black,,1,11035,777
45644990,HONDA,Insight,Hatchback,288704 km,Automatic,4/5,Left wheel,White,,JHMZE2H70BS005453,1,225,490
45798005,TOYOTA,Prius,Sedan,320000 km,Automatic,4/5,Left wheel,White,White,,0,5200,
45771103,NISSAN,Juke,Jeep,238995 km,Automatic,4/5,Left wheel,Blue,,JN8AF5MR9BT016731,1,Price negotiable,583
45587935,FORD,Escape,Jeep,0 km,Automatic,4/5,Left wheel,Black,,1FMCU49HX8KC32912,1,Price negotiable,289
45788758,CHEVROLET,Volt,Hatchback,192500 km,Automatic,4/5,Left wheel,Grey,Grey,,0,6100,
45731200,HONDA,Insight,Sedan,277000 km,Automatic,4/5,Left wheel,Silver,Grey,,0,4800,
45644980,HONDA,Insight,Hatchback,198891 km,Automatic,4/5,Left wheel,Grey,,JHMZE2H71BS004635,1,10,490
45794553,MERCEDES-BENZ,ML 350 4 MATIC,Jeep,144000 km,Tiptronic,4/5,Left wheel,Grey,Grey,,1,16200,
45615342,TOYOTA,Prius,Hatchback,492642 km,Automatic,4/5,Left wheel,Silver,Black,JTDKN3DU0D5652456,1,3250,585
45771098,NISSAN,Juke,Jeep,243520 km,Automatic,4/5,Left wheel,Silver,,JN8AF5MR5DT222888,1,Price negotiable,530
45731182,HYUNDAI,H1,Minivan,115417 km,Automatic,4/5,Left wheel,Silver,Black,,1,10971,777
45644966,HONDA,Insight,Hatchback,210758 km,Automatic,4/5,Left wheel,Silver,,JHMZE2H57AS029004,1,800,574
45766458,MERCEDES-BENZ,ML 350,Jeep,235200 km,Tiptronic,4/5,Left wheel,Black,Black,,1,4300,
45788724,MERCEDES-BENZ,C 180 2.0,Sedan,0 km,Manual,4/5,Left wheel,Silver,Black,,0,2400,
45615323,TOYOTA,Prius,Hatchback,411923 km,Automatic,4/5,Left wheel,Blue,Black,JTDKN3DU6C1571371,1,100,586
45771091,NISSAN,Juke,Jeep,0 km,Automatic,4/5,Left wheel,Silver,,JN8AF5MV2DT208251,1,Price negotiable,530
45731159,HYUNDAI,H1,Minivan,114142 km,Automatic,4/5,Left wheel,Silver,Black,,1,10070,915
45524747,TOYOTA,CHR,Jeep,22816 km,Automatic,4/5,Left wheel,Grey,,NMTKHMBX7JR043976,1,700,1079
45784368,TOYOTA,Prius,Sedan,0 km,Automatic,4/5,Left wheel,White,Black,,1,Price negotiable,
45794281,TOYOTA,Camry SE,Sedan,50000 km,Tiptronic,4/5,Left wheel,Black,Black,,1,7700,1249
45788704,PEUGEOT,206,Hatchback,93686 km,Tiptronic,4/5,Left wheel,Silver,Black,,1,2700,
45615159,TOYOTA,Prius,Hatchback,418667 km,Automatic,4/5,Left wheel,White,Black,,1,100,586
45771084,TOYOTA,Prius,Sedan,142426 km,Automatic,4/5,Left wheel,White,Black,JTDKB20U593497074,1,600,746
45437598,TOYOTA,Camry,Sedan,224000 km,Automatic,4/5,Right-hand drive,Grey,Grey,,0,4700,1977
45800624,FORD,Escape,Jeep,143000 km,Automatic,4/5,Left wheel,Beige,Beige,,1,4500,1018
45524708,TOYOTA,CHR,Jeep,10610 km,Automatic,4/5,Left wheel,Silver,Black,NMTKHMBX1KR083908,1,150,1077
45788686,NISSAN,Teana,Sedan,16000 km,Automatic,4/5,Right-hand drive,Silver,Beige,,0,2700,
45763237,BMW,X5,Jeep,97000 km,Tiptronic,4/5,Left wheel,Black,Black,,1,30000,1104
45771078,MERCEDES-BENZ,E 300,Sedan,26802 km,Automatic,4/5,Left wheel,Black,,WDDZF4JB8HA110111,1,100,1017
45615142,TOYOTA,Prius,Sedan,73402 km,Automatic,4/5,Left wheel,White,Black,JTDKN3DU5A0222379,1,225,761
45550206,MAZDA,Mazda 6,Sedan,102523 km,Tiptronic,4/5,Left wheel,Silver,Black,,1,7300,777
45523843,TOYOTA,CHR,Jeep,17458 km,Automatic,4/5,Left wheel,White,,JTNKHMBX7J1007747,1,Price negotiable,1079
45699559,TOYOTA,Vitz,Sedan,144000 km,Automatic,4/5,Right-hand drive,Grey,Black,,0,3093,
45771071,MERCEDES-BENZ,E 300,Sedan,35874 km,Automatic,4/5,Left wheel,Black,,WDDZF4KB4HA075663,1,150,1017
45541042,FORD,Fusion,Sedan,112000 km,Automatic,4/5,Left wheel,White,Black,3FA6P0LU4DR142318,0,5500,640
45615120,TOYOTA,Prius,Sedan,146019 km,Automatic,4/5,Left wheel,White,Black,JTDKN3DUXE1790319,1,60,308
45523817,TOYOTA,CHR,Jeep,15901 km,Automatic,4/5,Left wheel,Grey,,NMTKHMBX3JR015513,1,Price negotiable,1079
45251262,TOYOTA,Aqua,Hatchback,99000 km,Variator,4/5,Right-hand drive,White,Black,,0,4500,
45788652,MERCEDES-BENZ,Sprinter,Microbus,3000000 km,Tiptronic,4/5,Left wheel,White,Brown,,1,Price negotiable,
45771063,BUICK,Encore,Jeep,156000 km,Tiptronic,4/5,Left wheel,Grey,Black,,1,Price negotiable,
45615105,TOYOTA,Prius,Hatchback,159382 km,Automatic,4/5,Left wheel,White,Black,JTDKN3DU8A0195890,1,1050,761
45406581,TOYOTA,Avalon,Sedan,30492 km,Automatic,4/5,Left wheel,Grey,White,4T1BD1EB7EU020299,1,Price negotiable,779
45730859,LEXUS,IS 250,Hatchback,64000 km,Manual,4/5,Left wheel,Silver,White,,1,10000,
45523789,TOYOTA,CHR,Jeep,55592 km,Automatic,4/5,Left wheel,Grey,,NMTKHMBX3JR025135,1,Price negotiable,1079
45788639,NISSAN,Armada,Jeep,250000 km,Automatic,4/5,Left wheel,Silver,Orange,,1,5000,
45771057,MERCEDES-BENZ,E 350,Sedan,220786 km,Automatic,4/5,Left wheel,Silver,,WDDHF8HB9AA082205,1,Price negotiable,1399
44214282,BMW,528,Sedan,129149 km,Automatic,4/5,Left wheel,Black,Black,WBAXH5C59CDW10470,1,8609,642
45615095,TOYOTA,Prius,Hatchback,249645 km,Automatic,4/5,Left wheel,White,Black,JTDKN3DU9A0025201,1,Price negotiable,761
45730796,TOYOTA,ISIS,Minivan,115832 km,Automatic,4/5,Right-hand drive,Black,Black,,0,3600,
45788608,HONDA,Civic,Hatchback,0 km,Manual,4/5,Left wheel,Red,Black,,0,1300,
45523752,TOYOTA,CHR,Jeep,78424 km,Automatic,4/5,Left wheel,Red,,JTNKHMBX6K1021589,1,1750,1077
45771045,MERCEDES-BENZ,E 350,Sedan,138384 km,Automatic,4/5,Left wheel,Black,,WDBUF87X39B379884,1,Price negotiable,1624
45780069,FORD,F150,Jeep,65581 km,Automatic,4/5,Left wheel,White,Black,,1,Price negotiable,2411
45615085,TOYOTA,Prius,Hatchback,169301 km,Automatic,4/5,Left wheel,White,Black,JTDKN3DU2D5580904,1,50,585
45788619,HYUNDAI,Elantra,Sedan,121600 km,Automatic,4/5,Left wheel,White,Grey,,0,Price negotiable,697
45523740,TOYOTA,CHR,Jeep,19834 km,Automatic,4/5,Left wheel,Silver,,JTNKHMBX3K1031853,1,6700,1077
45775493,HONDA,Civic,Sedan,80000 km,Manual,4/5,Left wheel,Grey,Beige,2HGFC2E59GH564643,0,7900,
44661001,HONDA,FIT,Hatchback,64000 km,Tiptronic,4/5,Right-hand drive,Black,Black,,0,3600,1268
45771037,BMW,328,Sedan,32000 km,Tiptronic,4/5,Left wheel,White,Black,,1,15000,891
45615057,TOYOTA,Prius,Hatchback,164586 km,Automatic,4/5,Left wheel,White,Black,JTDKN3DU9B0316170,1,Price negotiable,645
45780058,FORD,F150,Jeep,13926 km,Automatic,4/5,Left wheel,White,Black,,1,Price negotiable,1823
45730700,MERCEDES-BENZ,Sprinter,Microbus,3000 km,Manual,4/5,Left wheel,White,Black,,1,18000,
45612330,TOYOTA,Prius,Hatchback,97000 km,Automatic,4/5,Left wheel,Silver,Grey,,0,6300,
45811815,VOLKSWAGEN,Jetta,Sedan,300000 km,Manual,4/5,Left wheel,White,Black,,1,4783,
45523705,TOYOTA,CHR,Jeep,18950 km,Automatic,4/5,Left wheel,Black,,JTNKHMBX7K1030253,1,5000,1077
45771027,MERCEDES-BENZ,E 350,Sedan,146395 km,Automatic,4/5,Left wheel,Grey,,WDDHF5KB1EA887922,1,600,1053
45595110,SUBARU,XV,Jeep,84194 km,Automatic,4/5,Left wheel,,,JF2GPAGC1D2874546,1,1050,640
45780011,FORD,F150,Jeep,9498 km,Automatic,4/5,Left wheel,Black,Black,,1,Price negotiable,1820
45788598,VOLKSWAGEN,Golf,Coupe,0 km,Manual,2/3,Left wheel,Black,Black,,0,Price negotiable,
45730666,TOYOTA,Prius,Hatchback,0 km,Automatic,4/5,Left wheel,Grey,Black,,1,4000,645
45811803,TOYOTA,Prius,Hatchback,281600 km,Variator,4/5,Left wheel,Blue,Black,,0,3450,585
45523673,TOYOTA,CHR,Jeep,18754 km,Automatic,4/5,Left wheel,Red,,JTNKHMBX2J1008143,1,2000,1079
45595086,SUBARU,XV,Sedan,108259 km,Automatic,4/5,Left wheel,Grey,,JF2GPACC2D2882631,1,Price negotiable,640
45780001,FORD,F150,Jeep,76770 km,Automatic,4/5,Left wheel,Silver,Black,,1,Price negotiable,1426
45771020,MERCEDES-BENZ,E 350,Sedan,171221 km,Automatic,4/5,Left wheel,Black,,WDDHF2EB9CA531709,1,3050,919
45788588,TOYOTA,Prius C 80 original,Hatchback,80011 km,Automatic,4/5,Left wheel,Grey,Black,,0,6400,
44606724,FORD,Escape TITAN,Jeep,169000 km,Automatic,4/5,Left wheel,Carnelian red,Black,1FMCU9J97EUD19085,1,8888,
45637899,TOYOTA,Land Cruiser Prado,Jeep,110000 km,Automatic,4/5,Right-hand drive,Silver,Grey,,0,8300,
45523599,TOYOTA,CHR,Jeep,17458 km,Automatic,4/5,Left wheel,White,,JTNKHMBX7J1007747,1,Price negotiable,1079
45779990,FORD,F150,Jeep,337102 km,Automatic,4/5,Left wheel,Black,Black,,1,Price negotiable,1466
45595069,SUBARU,Forester,Jeep,203730 km,Automatic,4/5,Left wheel,Blue,,JF2SHAEC5CH451586,1,150,781
44951123,MITSUBISHI,Colt,Hatchback,172000 km,Automatic,4/5,Right-hand drive,Silver,Black,,0,3100,
39669828,FORD,Fiesta,Sedan,37000 km,Automatic,4/5,Left wheel,White,Black,3FADP4BJ8EM189016,0,4751,530
45430499,NISSAN,Leaf,Hatchback,28000 km,Automatic,4/5,Right-hand drive,Carnelian red,Beige,,0,6500,
45523567,TOYOTA,CHR,Jeep,15901 km,Automatic,4/5,Left wheel,Grey,,NMTKHMBX3JR015513,1,Price negotiable,1079
45749580,MERCEDES-BENZ,E 350,Sedan,120000 km,Tiptronic,4/5,Left wheel,Black,Beige,,1,10700,
45779974,FORD,F150,Jeep,107958 km,Automatic,4/5,Left wheel,Grey,Black,,1,Price negotiable,1714
45595046,SUBARU,Forester,Jeep,89426 km,Automatic,4/5,Left wheel,Silver,,JF2SHAEC4DH415664,1,4900,779
45788566,HYUNDAI,Elantra,Sedan,207403 km,Tiptronic,4/5,Left wheel,Black,Grey,,0,4200,645
45730542,HYUNDAI,Elantra,Sedan,128802 km,Automatic,4/5,Left wheel,Black,Black,,1,7317,528
45771003,HONDA,Insight,Sedan,236800 km,Automatic,4/5,Left wheel,Black,Black,,1,Price negotiable,106
45523551,TOYOTA,CHR,Jeep,54472 km,Automatic,4/5,Left wheel,,,NMTKHMBX1JR062118,1,175,1079
45776475,TOYOTA,Highlander,Jeep,110000 km,Tiptronic,4/5,Left wheel,Grey,Grey,,0,9200,1058
44937404,NISSAN,Liberty,Minivan,133000 km,Automatic,4/5,Right-hand drive,White,Black,,1,Price negotiable,4738
45595032,SUBARU,Forester,Jeep,152075 km,Automatic,4/5,Left wheel,White,,JF2SHABC1DH433088,1,Price negotiable,779
45730520,HYUNDAI,Elantra,Sedan,78182 km,Automatic,4/5,Left wheel,White,Black,,1,7400,730
45770996,HONDA,Civic,Jeep,137747 km,Automatic,4/5,Left wheel,Silver,,JHMFB4F32CS001011,1,Price negotiable,503
45779861,FORD,Explorer,Jeep,75682 km,Automatic,4/5,Left wheel,Red,Black,,1,Price negotiable,1714
45523533,TOYOTA,CHR,Jeep,2971 km,Automatic,4/5,Left wheel,,,JTNKHMBX9K1050875,1,Price negotiable,1077
45682336,BMW,328,Sedan,183000 km,Tiptronic,4/5,Left wheel,Silver,Beige,,1,13300,
45788537,HONDA,FIT sport,Hatchback,134500 km,Automatic,4/5,Left wheel,Silver,Black,,0,3650,649
45595024,SUBARU,Forester,Jeep,74562 km,Automatic,4/5,Left wheel,Grey,,JF2SJAEC9HH417646,1,225,1249
45730508,BMW,335,Sedan,208000 km,Tiptronic,4/5,Left wheel,Silver,Black,,1,5500,
45770988,HONDA,Civic,Jeep,145666 km,Automatic,4/5,Left wheel,Grey,,19XFB4F23DE001595,1,Price negotiable,502
45523517,TOYOTA,CHR,Coupe,5219 km,Automatic,4/5,Left wheel,White,,JTNKHMBX4K1058060,1,2100,1077
45788554,MERCEDES-BENZ,Sprinter,Microbus,0 km,Manual,2/3,Left wheel,White,Black,,0,4300,
45805311,TOYOTA,Prius C,Hatchback,66000 km,Automatic,4/5,Left wheel,Silver,Beige,,0,5600,271
45595013,SUBARU,Forester,Jeep,281006 km,Automatic,4/5,Left wheel,Blue,,JF2SHABC8BH705228,1,Price negotiable,862
44660499,TOYOTA,Prius V,Universal,201600 km,Automatic,4/5,Left wheel,White,Grey,,0,6500,586
45770981,MERCEDES-BENZ,E 350,Sedan,244645 km,Automatic,4/5,Left wheel,Grey,,WDDHF2EB4BA461793,1,Price negotiable,1018
45523486,TOYOTA,CHR,Jeep,4330 km,Automatic,4/5,Left wheel,White,,NMTKHMBX7KR078793,1,9500,1077
45788543,MERCEDES-BENZ,E 220,Sedan,207475 km,Automatic,4/5,Left wheel,Blue,Black,,0,Price negotiable,1054
45594992,SUBARU,Forester,Jeep,237698 km,Automatic,4/5,Left wheel,Silver,,JF2SJAEC6EH447201,1,925,777
45806555,BMW,X5,Jeep,250000 km,Tiptronic,4/5,Left wheel,Black,Black,,1,3300,
45730477,HYUNDAI,Elantra,Sedan,180000 km,Automatic,4/5,Left wheel,Grey,Black,,1,7317,528
45788536,CHEVROLET,Equinox,Jeep,2300 km,Automatic,4/5,Left wheel,Silver,Grey,,0,Price negotiable,
45770976,MERCEDES-BENZ,E 350,Sedan,318285 km,Automatic,4/5,Left wheel,Black,,WDDHF8JB8CA554147,1,200,1058
45523441,TOYOTA,CHR,Jeep,39221 km,Automatic,4/5,Left wheel,Grey,,JTNKHMBXXK1025399,1,175,1077
45717120,MINI,Countryman,Hatchback,123984 km,Automatic,4/5,Left wheel,Green,Beige,,1,6000,
45650287,HONDA,FIT SHUTTLE,Universal,97000 km,Variator,4/5,Right-hand drive,Grey,Black,,0,3500,1110
45624028,TOYOTA,Prius,Sedan,17000 km,Variator,4/5,Left wheel,Red,Beige,,0,3900,843
45730464,MERCEDES-BENZ,Sprinter,Microbus,1000 km,Automatic,4/5,Left wheel,White,Black,,1,26000,
45667633,MINI,Countryman,Sedan,218000 km,Tiptronic,4/5,Left wheel,Red,Black,,1,6200,
45770970,TOYOTA,Prius,Jeep,200250 km,Automatic,4/5,Left wheel,White,Black,JTDKN3DU3A1304945,1,Price negotiable,761
45465386,TOYOTA,CHR,Jeep,3237 km,Automatic,4/5,Left wheel,Black,,JTNKHMBX9K1060807,1,Price negotiable,1077
45615040,TOYOTA,Prius,Hatchback,267165 km,Automatic,4/5,Left wheel,White,Black,JTDKN3DU9A5111000,1,125,761
45730440,KIA,RIO,Hatchback,216000 km,Manual,4/5,Left wheel,Black,Grey,,0,3300,1277
45788534,VAZ,2106,Sedan,0 km,Manual,4/5,Left wheel,Yellow,Black,,0,797,
45770966,TOYOTA,Prius,Sedan,279174 km,Automatic,4/5,Left wheel,White,Black,JTDKN3DU6B0274900,1,Price negotiable,645
45465321,TOYOTA,CHR,Jeep,47253 km,Automatic,4/5,Left wheel,Black,,NMTKHMBX5KR086276,1,100,1077
45804934,MERCEDES-BENZ,E 220,Sedan,186000 km,Tiptronic,4/5,Left wheel,Black,Black,,1,14750,696
45615020,TOYOTA,Prius,Hatchback,173213 km,Automatic,4/5,Left wheel,White,Black,JTDKB20U797860757,1,2100,746
45788529,KIA,Optima,Sedan,80000 km,Automatic,4/5,Left wheel,Grey,Grey,KNAGM4D7C5032167,1,7800,
45730419,HYUNDAI,Elantra,Sedan,86217 km,Automatic,4/5,Left wheel,Silver,Black,,1,7598,583
45774796,SUBARU,Forester,Jeep,52848 km,Automatic,4/5,Left wheel,Silver,Black,JF2SJABC9HH469878,1,Price negotiable,1249
45465279,TOYOTA,CHR,Jeep,54472 km,Automatic,4/5,Left wheel,,,NMTKHMBX1JR062118,1,150,1079
45770961,TOYOTA,Prius,Jeep,298248 km,Automatic,4/5,Left wheel,White,Black,JTDKN3DUXD0352050,1,175,585
45740447,BMW,X5,Jeep,118000 km,Tiptronic,4/5,Left wheel,Black,Black,,1,13000,
45614729,TOYOTA,Prius,Sedan,86034 km,Automatic,4/5,Left wheel,White,Black,JTDKN3DU4E0379875,1,Price negotiable,308
45788527,MERCEDES-BENZ,S 500,Sedan,215000 km,Tiptronic,4/5,Left wheel,White,Black,,1,4800,
45730405,HYUNDAI,Elantra,Sedan,73489 km,Automatic,4/5,Left wheel,White,Black,,1,7692,530
