ID,Manufacturer,Model,Category,Mileage,Gear box type,Doors,Wheel,Color,Interior color,VIN,Leather interior,Price,Customs
45632059,FORD,Fusion,Sedan,161034 km,Automatic,4/5,Left wheel,Black,,3FA6P0LU5GR107047,1,Price negotiable,431
45795156,TOYOTA,Camry,Sedan,44997 km,,4/5,Left wheel,Black,Black,4T1BD1FK0GU200340,1,Price negotiable,87
45756269,TOYOTA,Prius C,Hatchback,237230 km,Automatic,2/3,Left wheel,Green,Grey,JTDKDTB38E1060941,1,Price negotiable,271
45679815,BMW,X3,Jeep,125863 km,Automatic,4/5,Left wheel,Blue,White,,1,Price negotiable,1405
45732067,HYUNDAI,Santa FE,Jeep,59515 km,Automatic,4/5,Left wheel,Blue,Black,,1,16570,891
45632032,FORD,Fusion,Sedan,149821 km,Automatic,4/5,Left wheel,White,,3FA6P0LU7DR336132,1,Price negotiable,640
45755242,TOYOTA,RAV 4,Jeep,1800 km,Manual,4/5,Left wheel,Silver,Black,,0,4000,
45679756,TOYOTA,Vitz,Sedan,200018 km,Variator,4/5,Left wheel,Grey,Black,NGP915007633,0,3600,
45756222,TOYOTA,Prius C,Hatchback,173069 km,Automatic,2/3,Left wheel,Black,Grey,JTDKDTB39E1561594,1,Price negotiable,271
45795152,TOYOTA,Camry,Sedan,144075 km,Automatic,4/5,Left wheel,Blue,Grey,4T1BD1FK8HU209403,1,Price negotiable,579
45732054,HYUNDAI,Santa FE,Jeep,94259 km,Automatic,4/5,Left wheel,Black,Black,,1,16949,891
45755235,SUZUKI,Grand Vitara,Jeep,209710 km,Automatic,4/5,Left wheel,Carnelian red,Beige,,0,3800,
45679713,VAZ,2106,Sedan,100000 km,Manual,4/5,Left wheel,Brown,Black,,1,1100,
45632019,FORD,Fusion,Sedan,367720 km,Automatic,4/5,Left wheel,White,,3FA6P0RU3FR184036,1,Price negotiable,382
45756192,TOYOTA,Prius C,Hatchback,237230 km,Automatic,4/5,Left wheel,Silver,Grey,JTDKDTB38E1060941,1,Price negotiable,271
45795147,FORD,Escape,Jeep,192979 km,Automatic,4/5,Left wheel,Silver,Beige,1FMCU5K33AKC28646,1,Price negotiable,1024
45632006,FORD,Fusion,Sedan,194974 km,Automatic,4/5,Left wheel,Black,,3FA6P0LU6GR247494,1,850,431
45755229,MERCEDES-BENZ,CLK 320 Clk,Coupe,230000 km,Automatic,2/3,Left wheel,Silver,Black,,1,3300,
45679656,HONDA,FIT,Hatchback,140000 km,Automatic,4/5,Left wheel,White,Black,,0,1500,
45732043,HYUNDAI,Santa FE,Jeep,84506 km,Automatic,4/5,Left wheel,Silver,Black,,1,16949,891
45756112,TOYOTA,Prius C,Hatchback,218986 km,Automatic,2/3,Left wheel,White,Grey,JTDKDTB31D1530600,1,Price negotiable,502
45795143,FORD,Escape,Jeep,167014 km,Automatic,4/5,Left wheel,White,Beige,1FMCU5K37BKC19692,1,Price negotiable,862
45679636,MERCEDES-BENZ,C 32 AMG,Sedan,200000 km,Tiptronic,4/5,Left wheel,Silver,Black,,1,4900,
45631992,FORD,Fusion,Sedan,335422 km,Automatic,4/5,Left wheel,Black,,3FA6P0UU0ER307555,1,Price negotiable,333
45731550,HYUNDAI,H1,Universal,133014 km,Automatic,4/5,Left wheel,Silver,Black,,1,13920,1091
45755222,OPEL,Combo,Goods wagon,147000 km,Manual,4/5,Left wheel,White,Black,,0,Price negotiable,
45795139,AUDI,A6,Sedan,260000 km,Tiptronic,4/5,Left wheel,Silver,Black,,1,4500,
45756056,TOYOTA,Prius C,Hatchback,184253 km,Automatic,4/5,Left wheel,Blue,Grey,JTDKDTB3XD1050006,1,Price negotiable,502
45731524,HYUNDAI,H1,Universal,45535 km,Automatic,4/5,Left wheel,Silver,Black,,1,14488,1327
43657377,MERCEDES-BENZ,C 250,Sedan,66200 km,Automatic,4/5,Left wheel,Black,Black,,1,9500,585
45631971,FORD,Fusion,Sedan,339920 km,Automatic,4/5,Left wheel,White,,3FA6P0LU7DR197040,1,50,640
45755945,TOYOTA,Prius C,Hatchback,167198 km,Automatic,4/5,Left wheel,Blue,Grey,JTDKDTB32D1554629,1,Price negotiable,502
45755217,VOLKSWAGEN,Golf,Coupe,22222 km,Manual,2/3,Left wheel,Green,Black,,0,829,
45795135,FORD,Escape,Jeep,307114 km,Automatic,4/5,Left wheel,Grey,Beige,1FMCU59HX8KE08945,1,Price negotiable,1347
45731511,HYUNDAI,H1,Universal,112523 km,Automatic,4/5,Left wheel,Grey,Black,,1,15056,1249
44539231,HONDA,FIT,Hatchback,37200 km,Automatic,4/5,Left wheel,Black,Black,,0,6300,784
45755212,BMW,535,Sedan,113000 km,Tiptronic,4/5,Left wheel,Grey,White,,1,9200,1018
45630014,FORD,Fusion,Sedan,297173 km,Automatic,4/5,Left wheel,Black,,3FA6P0LU7ER127555,1,Price negotiable,333
45795131,FORD,Escape,Jeep,361722 km,Automatic,4/5,Left wheel,White,Black,1FMCU49389KD10769,1,Price negotiable,1185
45755775,TOYOTA,Prius C,Hatchback,197600 km,Automatic,4/5,Left wheel,Silver,Grey,JTDKDTB3XD1033738,1,Price negotiable,502
45731492,HYUNDAI,H1,Minivan,52686 km,Automatic,4/5,Left wheel,Silver,Black,,1,5953,862
44096665,JEEP,Grand Cherokee,Jeep,2000 km,Automatic,4/5,Left wheel,White,Black,,0,22,
45629994,FORD,Fusion,Sedan,135451 km,Automatic,4/5,Left wheel,Grey,,3FA6P0LU2ER208155,1,Price negotiable,333
45795126,FORD,Escape,Jeep,148302 km,Automatic,4/5,Left wheel,Blue,Black,1FMCU49H48KB59424,1,Price negotiable,289
45755208,MERCEDES-BENZ,E 350,Sedan,116483 km,Tiptronic,4/5,Left wheel,Black,Grey,,1,Price negotiable,
45731476,HYUNDAI,H1,Minivan,151780 km,Automatic,4/5,Left wheel,Silver,Black,,1,9042,777
45753907,SUBARU,Forester,Jeep,162901 km,Automatic,4/5,Left wheel,Blue,Grey,JF2SHACC4DH444679,1,Price negotiable,779
45679441,VOLKSWAGEN,NEW Beetle,Coupe,134000 km,Tiptronic,2/3,Left wheel,Silver,Black,3VWVA7AT5CM641678,1,6000,642
45629981,FORD,Fusion,Sedan,167789 km,Automatic,4/5,Left wheel,Silver,,3FA6P0UU6ER274903,1,Price negotiable,333
45795121,TOYOTA,Camry,Sedan,75538 km,Automatic,4/5,Left wheel,Blue,Grey,4T1BD1FK3HU208515,1,Price negotiable,579
45753897,SUBARU,Forester,Jeep,197947 km,Automatic,4/5,Left wheel,Grey,Grey,JF2SHACC2DH406819,1,Price negotiable,779
45731456,HYUNDAI,H1,Minivan,183731 km,Automatic,4/5,Left wheel,Silver,Black,,1,8459,777
44636462,TOYOTA,Aqua,Hatchback,68000 km,Variator,4/5,Right-hand drive,Grey,Black,,0,3500,1268
45151634,NISSAN,X-Trail,Jeep,138000 km,Tiptronic,4/5,Left wheel,Silver,Black,,0,Price negotiable,
45795117,FORD,Escape,Jeep,239395 km,Automatic,4/5,Left wheel,White,Beige,1FMCU4K30CKA15148,1,Price negotiable,781
45731441,HYUNDAI,H1,Minivan,105461 km,Automatic,4/5,Left wheel,Grey,Black,,1,11766,777
45753867,SUBARU,Forester,Jeep,260880 km,Automatic,4/5,Left wheel,Green,Grey,JF2SHAEC2CH414107,1,Price negotiable,781
45763627,MAZDA,CX-9,Sedan,154862 km,Automatic,4/5,Left wheel,Red,Black,JM3TCBDYXG0105615,1,1050,1091
45623506,LEXUS,RX 400,Jeep,286077 km,Tiptronic,4/5,Left wheel,Red,Beige,JTJHW31U582070840,1,8050,
45795113,TOYOTA,Camry,Sedan,55042 km,Automatic,4/5,Left wheel,White,Black,4T1BD1FKXHU225814,1,Price negotiable,579
45782244,LEXUS,GX 460,Jeep,76742 km,Automatic,4/5,Left wheel,Silver,Black,JTJBM7FX2G5125490,1,Price negotiable,1935
45763618,MAZDA,CX-9,Jeep,184134 km,Automatic,4/5,Left wheel,Black,Black,JM3TB3CA2E0426607,1,Price negotiable,1108
45731422,HYUNDAI,H1,Minivan,32000 km,Automatic,4/5,Left wheel,Grey,Black,,1,11342,777
45755199,TOYOTA,Prius,Sedan,224000 km,Variator,4/5,Left wheel,White,Grey,,0,11,
45679201,CHEVROLET,Cruze,Sedan,29909 km,Automatic,4/5,Left wheel,Silver,Grey,1G1BE5SM3H7139624,1,4750,738
45795110,FORD,Escape,Jeep,182926 km,Automatic,4/5,Left wheel,White,Beige,1FMCU4K38BKC32591,1,Price negotiable,862
45731399,HYUNDAI,H1,Minivan,128000 km,Automatic,4/5,Left wheel,Grey,Black,,1,7791,777
45753845,SUBARU,Forester,Jeep,188805 km,Automatic,4/5,Left wheel,Black,Black,JF2SHADC5CH407539,1,Price negotiable,781
45763607,FORD,Escape,Sedan,269640 km,Automatic,4/5,Left wheel,Black,,1FMCU49329KA89430,1,Price negotiable,1185
45755195,TOYOTA,Vitz,Hatchback,85000 km,Automatic,4/5,Right-hand drive,White,Black,,0,4200,
44916570,BMW,M3,Coupe,95000 km,Manual,2/3,Left wheel,Silver,Black,,0,Price negotiable,
45795107,TOYOTA,Camry,Sedan,78997 km,Automatic,4/5,Left wheel,Silver,Black,4T1B31HK4JU001184,1,Price negotiable,609
45763599,FORD,Escape,Sedan,312453 km,Automatic,4/5,Left wheel,Black,,1FMCU59H38KA05535,1,Price negotiable,289
45753834,SUBARU,Forester,Jeep,199824 km,Automatic,4/5,Left wheel,White,Grey,JF2SHADC4BH705112,1,Price negotiable,862
45730822,HYUNDAI,Elantra,Sedan,160123 km,Automatic,4/5,Left wheel,White,Black,,1,6095,528
45755190,BMW,550,Sedan,213000 km,Tiptronic,4/5,Left wheel,Silver,Black,,1,Price negotiable,
45795064,FORD,Fiesta,Hatchback,134500 km,Automatic,4/5,Left wheel,Silver,Black,,0,3350,
45763590,MAZDA,CX-9,Sedan,130106 km,Automatic,4/5,Left wheel,Black,Black,JM3TB2CA0E0437101,1,Price negotiable,1108
45753816,SUBARU,Forester,Jeep,238843 km,Automatic,4/5,Left wheel,Grey,Grey,JF2SHADC1BH756454,1,Price negotiable,862
45678973,NISSAN,Juke,Jeep,87895 km,Automatic,4/5,Left wheel,Grey,Black,JN8AF5MR5CT113099,1,Price negotiable,
45730799,HYUNDAI,Elantra,Sedan,31151 km,Automatic,4/5,Left wheel,Silver,Black,,1,5900,730
45753805,SUBARU,Forester,Jeep,200378 km,Automatic,4/5,Left wheel,Red,Grey,JF2SHBCC0BH704837,1,Price negotiable,862
45678926,NISSAN,Serena,Minivan,15600 km,Variator,4/5,Right-hand drive,White,Black,,1,2232,
45763586,MAZDA,CX-9,Sedan,11746 km,Automatic,4/5,Left wheel,Grey,Black,JM3TCACY7K0303721,1,11300,1325
45755165,HONDA,Odyssey,Minivan,210000 km,Tiptronic,4/5,Right-hand drive,White,Black,,0,1800,
45795100,KIA,Sportage,Jeep,53000 km,Tiptronic,4/5,Left wheel,Silver,Black,,1,12800,891
45730771,HYUNDAI,Elantra,Sedan,51211 km,Automatic,4/5,Left wheel,Black,Black,,1,3700,583
45753760,SUBARU,Forester,Jeep,290114 km,Automatic,4/5,Left wheel,White,Grey,JF2SHABC9BH724483,1,Price negotiable,862
45323919,OPEL,Astra H (Euro 4),Universal,100000 km,Manual,4/5,Left wheel,Silver,Black,,0,2900,1272
45678896,BMW,328,Sedan,73000 km,Tiptronic,4/5,Left wheel,White,Black,,1,5800,640
45763583,FORD,Escape,Jeep,361722 km,Automatic,4/5,Left wheel,White,,1FMCU49389KD10769,1,Price negotiable,1185
45795099,SUBARU,Forester,Jeep,275200 km,Automatic,4/5,Left wheel,White,Grey,JF2SHBDC7BH730012,0,4600,1024
45753726,SUBARU,Forester,Jeep,165971 km,Automatic,4/5,Left wheel,Grey,Grey,JF2SHBEC8BH754236,1,Price negotiable,862
45730747,HYUNDAI,Elantra,Sedan,165000 km,Automatic,4/5,Left wheel,White,Black,,1,6472,531
45435257,TOYOTA,Camry,Sedan,59000 km,Tiptronic,4/5,Left wheel,Black,Black,4T1BF1FKXFU062962,1,9200,934
45755137,MERCEDES-BENZ,Sprinter,Microbus,290000 km,Manual,4/5,Left wheel,White,Black,,0,Price negotiable,
45795091,FORD,C-MAX,Sedan,137578 km,Automatic,4/5,Left wheel,Silver,Grey,1FADP5BU7DL544726,1,Price negotiable,640
45763559,FORD,Escape,Jeep,220474 km,Automatic,4/5,Left wheel,Grey,,1FMCU49HX8KA53270,1,90,289
45755126,TOYOTA,Will Vs,Hatchback,170000 km,Automatic,4/5,Left wheel,White,Black,,0,Price negotiable,
45730711,HYUNDAI,Elantra,Sedan,164649 km,Automatic,4/5,Left wheel,Grey,Black,,1,4982,528
45753677,SUBARU,Forester,Jeep,238843 km,Automatic,4/5,Left wheel,Grey,Grey,JF2SHADC1BH756454,1,Price negotiable,862
45536065,HYUNDAI,Sonata LIMITED,Sedan,107000 km,Tiptronic,4/5,Left wheel,Black,Brown,,1,4700,836
45550723,TOYOTA,Prius,Hatchback,123000 km,Automatic,4/5,Left wheel,Silver,Grey,,1,4082,843
45763551,FORD,Escape,Jeep,174926 km,Automatic,4/5,Left wheel,Grey,,1FMCU4K38AKB55199,1,275,1024
45730677,HYUNDAI,Elantra,Sedan,71672 km,Automatic,4/5,Left wheel,White,Black,,1,9756,730
45768495,VOLKSWAGEN,Jetta GLI,Sedan,127800 km,Automatic,4/5,Left wheel,Black,Grey,3VWFJ71K99M008640,1,4450,
45753654,SUBARU,Forester,Jeep,208093 km,Automatic,4/5,Left wheel,Green,Grey,JF2SH6BC1AH909557,1,Price negotiable,1024
45662083,TOYOTA,Prius,Sedan,304000 km,Automatic,4/5,Left wheel,White,Grey,,0,4600,
45755112,VAZ,2106,Sedan,11111 km,Manual,4/5,Left wheel,Beige,Beige,,0,1200,
45678770,TOYOTA,Aqua,Hatchback,126000 km,Automatic,4/5,Right-hand drive,Blue,Grey,,0,Price negotiable,1552
45763544,FORD,Escape,Jeep,196682 km,Automatic,4/5,Left wheel,Black,,1FMCU49399KA60507,1,60,1185
45730633,HYUNDAI,Elantra,Sedan,103972 km,Automatic,4/5,Left wheel,White,Black,,1,7317,531
45755099,OPEL,Zafira,Minivan,207800 km,Manual,4/5,Left wheel,Grey,Black,,0,4500,
45795083,FORD,C-MAX,Sedan,135331 km,Automatic,4/5,Left wheel,Grey,,1FADP5AU0DL542530,1,Price negotiable,640
45753619,SUBARU,Forester,Jeep,20597 km,Automatic,4/5,Left wheel,Silver,Black,JF2SKAEC0KH488822,1,Price negotiable,1325
45239349,MINI,Cooper S,Coupe,215000 km,Tiptronic,2/3,Left wheel,Grey,Beige,,1,4600,
45763539,FORD,Escape,Jeep,69307 km,Automatic,4/5,Left wheel,Blue,,1FMCU59H88KB10443,1,80,289
45678737,TOYOTA,Passo,Hatchback,39000 km,Automatic,4/5,Right-hand drive,Silver,Grey,,0,Price negotiable,971
45753613,SUBARU,Forester,Jeep,34485 km,Automatic,4/5,Left wheel,Silver,Black,JF2SKAECXKH485863,1,Price negotiable,1325
45730593,HYUNDAI,Elantra,Sedan,104860 km,Automatic,4/5,Left wheel,Silver,Black,,1,6472,583
45795079,FORD,C-MAX,Coupe,208520 km,Automatic,2/3,Left wheel,White,Grey,1FADP5AU5EL513560,1,Price negotiable,333
45753606,SUBARU,Forester,Jeep,34619 km,Automatic,4/5,Left wheel,White,Grey,JF2SKAPC3KH419264,1,Price negotiable,1325
45424450,SUBARU,Forester,Jeep,67000 km,Tiptronic,4/5,Left wheel,Carnelian red,White,,0,5000,781
45155294,HYUNDAI,Elantra 2014,Sedan,120000 km,Tiptronic,4/5,Left wheel,Silver,Black,5NPDH4AE6EH473648,0,5000,584
45730250,HYUNDAI,Elantra,Sedan,48424 km,Automatic,4/5,Left wheel,Silver,Black,,1,8067,629
45678675,HONDA,FIT,Hatchback,102000 km,Automatic,4/5,Right-hand drive,White,Grey,,1,Price negotiable,1266
45763535,FORD,Escape,Jeep,271629 km,Automatic,4/5,Left wheel,Green,,1FMCU59H88KC01972,1,150,289
45417319,LEXUS,NX 200,Jeep,59000 km,Tiptronic,4/5,Left wheel,Black,Black,,1,17900,765
45753595,SUBARU,Forester,Jeep,5154 km,Automatic,4/5,Left wheel,White,,JF2SKAWC3KH531449,1,Price negotiable,1325
45730203,HYUNDAI,Elantra,Sedan,131000 km,Automatic,4/5,Left wheel,White,Black,,1,8255,528
45763527,FORD,Escape,Jeep,115893 km,Automatic,4/5,Left wheel,White,,1FMCU49H18KC97521,1,Price negotiable,289
45325311,NISSAN,Juke,Jeep,80000 km,Tiptronic,4/5,Left wheel,Black,Black,JN8AF5MR7FT500841,0,4500,629
45678646,TOYOTA,Camry,Sedan,126669 km,Variator,4/5,Left wheel,Black,Beige,4T1BD1FK1CU017829,1,7050,781
45753575,SUBARU,Forester,Jeep,11614 km,Automatic,4/5,Left wheel,White,Grey,JF2SKAWCXKH581555,1,Price negotiable,1325
45730150,HYUNDAI,Elantra,Sedan,48088 km,Automatic,4/5,Left wheel,Grey,Black,,1,8160,530
45755069,TOYOTA,Prius,Hatchback,260000 km,Variator,4/5,Left wheel,Black,Grey,JTDKN3DU5F0459090,0,5500,
45763505,MAZDA,616,Sedan,0 km,Automatic,4/5,Left wheel,Red,Black,JM1GJ1W53E1105119,1,225,777
45795069,FORD,Fusion,Sedan,165442 km,Automatic,4/5,Left wheel,Black,Black,3FA6P0LU7ER141603,1,Price negotiable,333
45678621,TOYOTA,Camry,Sedan,118837 km,Variator,4/5,Left wheel,Silver,Beige,4T1BD1FK2DU081802,1,6550,779
45753533,SUBARU,Forester,Jeep,11614 km,Automatic,4/5,Left wheel,White,Grey,JF2SKAWCXKH581555,1,Price negotiable,1325
45755063,BMW,528 2.8,Sedan,35000 km,Tiptronic,4/5,Left wheel,Blue,Black,,0,2200,
45730106,HYUNDAI,Elantra,Sedan,93046 km,Automatic,4/5,Left wheel,Silver,Black,,1,8255,528
45763496,MAZDA,616,Jeep,38837 km,Automatic,4/5,Left wheel,Blue,Black,JM1GJ1V59F1217801,1,Price negotiable,934
45755050,MITSUBISHI,Delica,Jeep,128000 km,Automatic,4/5,Right-hand drive,White,Grey,,0,5000,
45753963,CHEVROLET,Volt,Hatchback,65000 km,Automatic,4/5,Left wheel,Silver,Black,,0,8700,259
45678550,FORD,C-MAX,Sedan,111593 km,Variator,4/5,Left wheel,Silver,Beige,1FADP5AU8DL501286,1,4850,640
45730072,HYUNDAI,Elantra,Sedan,79000 km,Automatic,4/5,Left wheel,Red,Black,,1,8255,528
45753526,SUBARU,Forester,Jeep,26682 km,Automatic,4/5,Left wheel,White,Grey,JF2SJABCXJH474965,1,Price negotiable,1327
45755035,MOSKVICH,407,Sedan,123456 km,Manual,4/5,Left wheel,Yellow,Black,,0,4500,
45763482,MAZDA,616,Jeep,21328 km,Automatic,4/5,Left wheel,Grey,Black,JM1GL1WY7J1328875,1,2100,1327
45795065,FORD,C-MAX,Sedan,124666 km,Automatic,4/5,Left wheel,White,,1FADP5AU1EL518187,1,Price negotiable,333
45678524,NISSAN,Leaf,Hatchback,100000 km,Automatic,4/5,Right-hand drive,White,Grey,,0,Price negotiable,
45753516,SUBARU,Forester,Jeep,16346 km,Automatic,4/5,Left wheel,Black,Grey,JF2SKACC8KH429567,1,Price negotiable,1325
45730028,HYUNDAI,Elantra,Coupe,50478 km,Automatic,4/5,Left wheel,White,Black,,1,8255,639
45755026,GAZ,21,Sedan,1234 km,Manual,2/3,Left wheel,Brown,Black,,0,15500,
45763469,MAZDA,1300,Sedan,151022 km,Automatic,4/5,Left wheel,Black,Black,3MZBM1K71EM111915,1,Price negotiable,639
45795060,TOYOTA,Camry,Sedan,280000 km,Automatic,4/5,Left wheel,Black,Grey,,0,Price negotiable,382
45678439,TOYOTA,Prius,Sedan,181097 km,Variator,4/5,Left wheel,Black,Beige,JTDKN3DU8A0008857,1,4150,761
45753498,SUBARU,Forester,Jeep,24043 km,Automatic,4/5,Left wheel,Black,Grey,JF2SKACCXKH416156,1,Price negotiable,1325
45763456,MAZDA,1300,Sedan,164366 km,Automatic,4/5,Left wheel,Black,Black,3MZBM1T78GM315757,1,Price negotiable,891
45755016,GAZ,21,Sedan,25000 km,Manual,4/5,Left wheel,Silver,White,,0,5300,
45729981,HYUNDAI,Elantra,Sedan,67590 km,Automatic,4/5,Left wheel,Silver,Black,,1,8338,629
45121690,VOLKSWAGEN,Jetta,Sedan,90000 km,Tiptronic,4/5,Left wheel,Silver,Black,3VWLX7AJ1BM352655,1,2900,862
45795056,FORD,C-MAX,Coupe,17701 km,Automatic,2/3,Left wheel,Black,Grey,1FADP5BU4GL117511,1,Price negotiable,431
45763444,MAZDA,1300,Jeep,79094 km,Automatic,4/5,Left wheel,Black,Black,JM1BM1W38E1147883,1,175,777
45753467,SUBARU,Forester,Jeep,48016 km,Automatic,4/5,Left wheel,Green,Grey,JF2SKACC6KH470909,1,Price negotiable,1325
45755001,MERCEDES-BENZ,C 250,Sedan,87450 km,Automatic,4/5,Left wheel,Black,Beige,,1,7800,
45678412,MERCEDES-BENZ,G 500,Jeep,84000 km,Automatic,4/5,Left wheel,Black,Black,,1,Price negotiable,4065
45795051,FORD,C-MAX,Sedan,166960 km,Automatic,4/5,Left wheel,Grey,Grey,1FADP5AU0GL116857,1,Price negotiable,431
45763430,HYUNDAI,Tucson,Sedan,175912 km,Automatic,4/5,Left wheel,White,,KM8J23A41GU103332,1,Price negotiable,891
45729925,HYUNDAI,Elantra,Sedan,107899 km,Automatic,4/5,Left wheel,Silver,Black,,1,8348,629
45753435,SUBARU,Forester,Jeep,6462 km,Automatic,4/5,Left wheel,Black,Black,JF2SKAGC3KH511488,1,Price negotiable,1275
45763419,MAZDA,1300,Jeep,201112 km,Automatic,4/5,Left wheel,Blue,Black,3MZBM1U71FM191490,1,275,765
45795047,FORD,C-MAX,Sedan,42646 km,Automatic,4/5,Left wheel,Blue,,1FADP5AU1GL114180,1,Price negotiable,431
45754997,TOYOTA,Prius C,Hatchback,104000 km,Variator,4/5,Left wheel,Blue,Black,JTDKDTB39G1590578,0,6800,
45678379,HYUNDAI,Elantra,Sedan,103616 km,Automatic,4/5,Left wheel,Silver,Grey,5NPDH4AE1FH641598,1,4250,697
45808742,TOYOTA,Corolla,Sedan,305237 km,Automatic,4/5,Left wheel,Silver,Black,,1,175,761
45795043,FORD,Fusion,Sedan,60042 km,Automatic,4/5,Left wheel,Red,Black,3FA6P0LU3JR172504,1,Price negotiable,505
45754991,DODGE,Stratus,Sedan,25000 km,Automatic,4/5,Left wheel,Beige,Black,,0,797,
45753402,SUBARU,Forester,Jeep,27035 km,Automatic,4/5,Left wheel,Green,Grey,JF2SKAGC9KH403313,1,Price negotiable,1325
45763410,MAZDA,1300,Sedan,87502 km,Automatic,4/5,Left wheel,Black,Black,JM1BM1W71E1195986,1,Price negotiable,639
45678346,MERCEDES-BENZ,C 220,Sedan,363800 km,Manual,4/5,Left wheel,Black,Black,,0,2200,
45795039,FORD,C-MAX,Sedan,20523 km,Automatic,4/5,Left wheel,White,Grey,1FADP5DU6HL112101,1,Price negotiable,481
45753390,SUBARU,Forester,Jeep,37856 km,Automatic,4/5,Left wheel,Black,Black,JF2SKAEC5KH497242,1,Price negotiable,1325
45754982,TOYOTA,Prius C,Hatchback,97600 km,Variator,4/5,Left wheel,Red,Black,JTDKDTB35E1081326,0,5000,
45808734,BMW,328,Sedan,70195 km,Automatic,4/5,Left wheel,White,Black,,1,3100,891
45763406,TOYOTA,Prius,Hatchback,111000 km,Tiptronic,4/5,Left wheel,Silver,Black,,0,Price negotiable,645
45754975,MERCEDES-BENZ,ML 350,Jeep,240000 km,Tiptronic,4/5,Left wheel,Silver,Black,,1,7000,
45313052,TOYOTA,Land Cruiser,Jeep,104000 km,Tiptronic,4/5,Left wheel,Grey,Black,,1,Price negotiable,
45808719,HONDA,Odyssey,Sedan,0 km,Automatic,4/5,Left wheel,Pink,Black,,1,1000,1058
45795035,FORD,C-MAX,Sedan,50302 km,Automatic,4/5,Left wheel,White,Black,1FADP5AU6HL113706,1,Price negotiable,481
45753237,HONDA,Cr-v,Jeep,31883 km,Automatic,4/5,Left wheel,Carnelian red,Grey,7FARW2H89JE079512,1,Price negotiable,831
45763382,TOYOTA,RAV 4,Jeep,28800 km,Tiptronic,4/5,Left wheel,White,Black,JTMBFREV9HJ159296,0,14000,1249
45678312,MERCEDES-BENZ,S 400,Sedan,38000 km,Automatic,4/5,Left wheel,Silver,Black,,1,Price negotiable,517
45754968,BMW,M3,Coupe,140000 km,Manual,2/3,Left wheel,Green,Brown,,1,8500,
45808710,PORSCHE,macan,Sedan,28840 km,Automatic,4/5,Left wheel,Blue,Black,,1,14800,1079
45795032,MERCEDES-BENZ,E 55,Sedan,85000 km,Automatic,4/5,Left wheel,Black,Black,,1,Price negotiable,4454
45753179,HONDA,Cr-v,Jeep,25237 km,Automatic,4/5,Left wheel,White,,2HKRW5H36JH409111,1,Price negotiable,1277
45754963,ACURA,TL,Sedan,93592 km,Automatic,4/5,Left wheel,Grey,Black,,1,Price negotiable,1172
45763392,HYUNDAI,Tucson,Sedan,311862 km,Automatic,4/5,Left wheel,White,,KM8JU3AC7CU374391,1,Price negotiable,753
44753030,TOYOTA,Camry,Sedan,235200 km,Tiptronic,4/5,Left wheel,Black,Black,,0,5700,
45808700,HONDA,Accord,Sedan,241786 km,Automatic,4/5,Left wheel,White,Black,,1,850,1399
45753170,HONDA,Cr-v,Jeep,13728 km,Automatic,4/5,Left wheel,Red,Grey,2HKRW6H30JH216331,1,Price negotiable,1277
45795029,FORD,Fusion,Sedan,245706 km,Automatic,4/5,Left wheel,Grey,Beige,3FADP0L31AR253418,1,Price negotiable,1024
45754956,ACURA,TL,Sedan,145363 km,Automatic,4/5,Left wheel,Black,Black,,1,Price negotiable,1058
45763376,HYUNDAI,Tucson,Jeep,179746 km,Automatic,4/5,Left wheel,White,,KM8JU3AC3BU144992,1,125,831
45753162,HONDA,Cr-v,Jeep,37960 km,Automatic,4/5,Left wheel,Grey,Black,2HKRW6H36JH212624,1,Price negotiable,1277
45678289,TOYOTA,Prius,Sedan,106558 km,Variator,4/5,Left wheel,White,White,JTDKN3DU8E0359760,1,4660,308
45754950,MERCEDES-BENZ,E 300,Sedan,197152 km,Manual,2/3,Left wheel,Blue,Black,,0,1750,
45808690,NISSAN,Juke,Jeep,42630 km,Automatic,4/5,Left wheel,Red,,JN8AF5MR3DT225630,1,Price negotiable,530
44322334,HONDA,FIT RS,Hatchback,165000 km,Variator,4/5,Right-hand drive,Yellow,Black,,0,2700,1701
45753157,HONDA,Cr-v,Jeep,52186 km,Automatic,4/5,Left wheel,Grey,Grey,2HKRW6H35JH209598,1,Price negotiable,1277
45678257,MAZDA,Mazda 6,Sedan,133043 km,Tiptronic,4/5,Left wheel,Grey,Black,,1,Price negotiable,777
45808683,NISSAN,Juke,Jeep,131766 km,Automatic,4/5,Left wheel,,,JN8AF5MR6DT221958,1,Price negotiable,530
45795024,FORD,Fusion,Sedan,176968 km,Automatic,4/5,Left wheel,Black,Black,3FADP0L30AR300003,1,Price negotiable,1024
45754944,OPEL,Astra,Sedan,340000 km,Manual,4/5,Left wheel,Green,Black,,0,1100,
45763365,HYUNDAI,Tucson,Jeep,0 km,Automatic,4/5,Left wheel,Black,,KM8JT3AF9FU071579,1,325,765
45678217,TOYOTA,Prius Plug in,Sedan,10547 km,Variator,4/5,Left wheel,White,Black,JTDKN3DPXE3057038,1,6150,308
45795019,FORD,Fusion,Sedan,363725 km,Automatic,4/5,Left wheel,Black,Black,3FA6P0SU3DR246235,1,Price negotiable,640
45720344,TOYOTA,Prius,Hatchback,161000 km,Variator,4/5,Left wheel,Blue,Grey,JTDKN3DU4A0223359,0,4800,761
